driverId,lap,stop,duration,Season,Round
zhou,24,1,22.704,2022,11
leclerc,26,1,21.532,2022,11
tsunoda,26,1,21.749,2022,11
sainz,27,1,21.212,2022,11
alonso,27,1,21.552,2022,11
hamilton,28,1,23.026,2022,11
stroll,29,1,21.431,2022,11
latifi,35,2,21.206,2022,11
max_verstappen,36,2,21.444,2022,11
bottas,39,2,22.278,2022,11
russell,40,2,21.731,2022,11
gasly,40,2,27.61,2022,11
kevin_magnussen,41,2,22.088,2022,11
albon,41,2,22.122,2022,11
mick_schumacher,43,2,22.88,2022,11
norris,43,2,27.324,2022,11
ocon,44,2,22.109,2022,11
kevin_magnussen,8,1,36.779,2022,12
mick_schumacher,9,1,36.704,2022,12
zhou,9,1,36.444,2022,12
tsunoda,11,1,37.648,2022,12
max_verstappen,16,1,35.266,2022,12
hamilton,18,1,37.189,2022,12
perez,18,1,38.061,2022,12
russell,18,1,38.277,2022,12
alonso,18,1,36.524,2022,12
norris,18,1,37.539,2022,12
ocon,18,1,44.747,2022,12
sainz,18,1,41.458,2022,12
ricciardo,18,1,36.264,2022,12
stroll,18,1,39.844,2022,12
albon,18,1,37.38,2022,12
gasly,18,1,35.969,2022,12
bottas,18,1,37.855,2022,12
kevin_magnussen,18,2,36.403,2022,12
mick_schumacher,18,2,37.003,2022,12
vettel,19,1,36.671,2022,12
latifi,19,1,37.497,2022,12
zhou,22,2,50.79,2022,12
bottas,36,2,36.52,2022,12
latifi,38,2,36.942,2022,12
sainz,42,2,42.292,2022,12
albon,2,1,31.224,2022,13
kevin_magnussen,6,1,29.641,2022,13
tsunoda,13,1,21.577,2022,13
norris,14,1,23.567,2022,13
stroll,14,1,21.779,2022,13
ricciardo,15,1,21.558,2022,13
vettel,15,1,21.402,2022,13
russell,16,1,22.763,2022,13
max_verstappen,16,1,21.351,2022,13
gasly,16,1,21.675,2022,13
sainz,17,1,22.82,2022,13
perez,18,1,21.118,2022,13
latifi,18,1,21.865,2022,13
hamilton,19,1,21.699,2022,13
leclerc,21,1,21.775,2022,13
alonso,21,1,22.083,2022,13
mick_schumacher,21,1,22.953,2022,13
albon,21,2,21.816,2022,13
ocon,23,1,23.581,2022,13
bottas,26,1,22.272,2022,13
zhou,27,1,22.321,2022,13
tsunoda,33,2,22.016,2022,13
kevin_magnussen,35,2,23.21,2022,13
max_verstappen,38,2,21.228,2022,13
leclerc,39,2,21.972,2022,13
russell,39,2,21.743,2022,13
latifi,39,2,22.452,2022,13
albon,40,3,24.298,2022,13
mick_schumacher,41,2,22.566,2022,13
perez,42,2,21.167,2022,13
leclerc,3,1,24.198,2022,14
latifi,3,1,35.825,2022,14
albon,10,1,23.334,2022,14
gasly,10,1,22.857,2022,14
sainz,11,1,22.543,2022,14
alonso,11,1,22.641,2022,14
kevin_magnussen,11,1,26.815,2022,14
ricciardo,12,1,23.085,2022,14
ocon,12,1,23.511,2022,14
russell,13,1,22.825,2022,14
norris,13,1,23.036,2022,14
perez,14,1,22.349,2022,14
vettel,14,1,23.222,2022,14
zhou,14,1,23.744,2022,14
mick_schumacher,14,1,24.158,2022,14
max_verstappen,15,1,22.882,2022,14
stroll,15,1,23.555,2022,14
latifi,15,2,24.168,2022,14
tsunoda,18,1,30.055,2022,14
gasly,22,2,22.542,2022,14
sainz,25,2,22.75,2022,14
leclerc,25,2,23.189,2022,14
alonso,25,2,23.954,2022,14
albon,26,2,24.415,2022,14
stroll,26,2,23.349,2022,14
perez,27,2,22.65,2022,14
kevin_magnussen,27,2,23.396,2022,14
zhou,28,2,23.364,2022,14
russell,29,2,22.977,2022,14
norris,29,2,23.56,2022,14
vettel,9,1,22.391,2022,15
gasly,11,1,18.789,2022,15
ricciardo,11,1,19.546,2022,15
alonso,12,1,19.578,2022,15
zhou,12,1,19.548,2022,15
mick_schumacher,13,1,26.813,2022,15
tsunoda,13,1,18.774,2022,15
latifi,13,1,20.284,2022,15
sainz,14,1,29.705,2022,15
perez,14,1,18.835,2022,15
kevin_magnussen,14,1,20.785,2022,15
stroll,16,1,20.205,2022,15
bottas,16,1,19.741,2022,15
leclerc,17,1,19.08,2022,15
norris,17,1,19.303,2022,15
max_verstappen,18,1,19.634,2022,15
ocon,18,1,19.455,2022,15
albon,21,1,19.325,2022,15
latifi,26,2,20.733,2022,15
ricciardo,27,2,19.567,2022,15
hamilton,29,1,19.046,2022,15
russell,31,1,19.359,2022,15
gasly,32,2,18.7,2022,15
mick_schumacher,33,2,21.814,2022,15
bottas,34,2,21.049,2022,15
kevin_magnussen,34,2,23.71,2022,15
vettel,35,2,19.156,2022,15
zhou,37,2,25.433,2022,15
stroll,38,2,20.214,2022,15
perez,40,2,18.738,2022,15
perez,7,1,23.698,2022,16
leclerc,12,1,23.531,2022,16
latifi,15,1,26.782,2022,16
gasly,18,1,25.376,2022,16
zhou,18,1,25.366,2022,16
stroll,18,1,24.254,2022,16
ricciardo,19,1,25.164,2022,16
de_vries,19,1,24.628,2022,16
ocon,19,1,24.336,2022,16
tsunoda,19,1,24.009,2022,16
russell,23,1,25.075,2022,16
kevin_magnussen,24,1,30.164,2022,16
max_verstappen,25,1,23.791,2022,16
sainz,30,1,23.728,2022,16
leclerc,33,2,23.904,2022,16
hamilton,33,1,24.282,2022,16
mick_schumacher,33,1,24.817,2022,16
norris,35,1,26.714,2022,16
bottas,35,1,24.758,2022,16
perez,42,2,23.299,2022,16
russell,47,2,24.114,2022,16
kevin_magnussen,46,2,24.846,2022,16
sainz,47,2,24.525,2022,16
norris,47,2,24.784,2022,16
max_verstappen,48,2,24.091,2022,16
tsunoda,47,2,23.904,2022,16
leclerc,48,3,23.719,2022,16
latifi,47,2,24.263,2022,16
kevin_magnussen,7,1,39.247,2022,17
russell,21,1,30.378,2022,17
gasly,33,1,29.867,2022,17
tsunoda,33,1,31.293,2022,17
bottas,33,1,32.167,2022,17
kevin_magnussen,33,2,32.603,2022,17
leclerc,34,1,32.058,2022,17
hamilton,34,1,41.019,2022,17
vettel,34,1,29.704,2022,17
mick_schumacher,34,1,31.201,2022,17
perez,35,1,29.55,2022,17
sainz,35,1,30.603,2022,17
max_verstappen,35,1,29.407,2022,17
stroll,35,1,29.863,2022,17
russell,35,2,29.713,2022,17
norris,36,1,30.528,2022,17
ricciardo,36,1,30.946,2022,17
max_verstappen,40,2,29.775,2022,17
mick_schumacher,41,2,34.722,2022,17
russell,41,3,33.211,2022,17
russell,51,4,29.893,2022,17
gasly,1,1,41.319,2022,18
latifi,5,2,24.785,2022,18
vettel,5,2,24.218,2022,18
norris,6,2,24.595,2022,18
bottas,6,2,24.869,2022,18
max_verstappen,7,2,24.308,2022,18
leclerc,7,2,25.899,2022,18
perez,7,2,25.322,2022,18
ocon,7,2,25.172,2022,18
hamilton,7,2,25.059,2022,18
russell,7,2,28.728,2022,18
tsunoda,7,2,24.439,2022,18
latifi,5,1,25.321,2022,19
albon,9,1,24.624,2022,19
zhou,9,1,27.326,2022,19
bottas,10,1,25.013,2022,19
tsunoda,10,1,23.688,2022,19
ricciardo,10,1,26.206,2022,19
gasly,11,1,23.67,2022,19
hamilton,12,1,24.362,2022,19
max_verstappen,13,1,23.866,2022,19
russell,13,1,30.038,2022,19
perez,14,1,23.403,2022,19
norris,14,1,24.026,2022,19
stroll,15,1,25.417,2022,19
leclerc,18,1,24.314,2022,19
vettel,18,1,24.307,2022,19
alonso,18,1,23.87,2022,19
ocon,18,1,24.816,2022,19
mick_schumacher,18,1,25.209,2022,19
kevin_magnussen,18,1,29.039,2022,19
albon,18,2,24.311,2022,19
latifi,18,2,24.195,2022,19
alonso,22,2,39.707,2022,19
zhou,23,2,25.015,2022,19
gasly,32,2,28.918,2022,19
tsunoda,33,2,23.241,2022,19
mick_schumacher,33,2,24.651,2022,19
hamilton,34,2,24.135,2022,19
norris,34,2,23.702,2022,19
max_verstappen,35,2,32.254,2022,19
leclerc,35,2,23.755,2022,19
stroll,17,1,23.509,2022,20
perez,23,1,24.892,2022,20
latifi,23,1,23.826,2022,20
mick_schumacher,24,1,23.679,2022,20
max_verstappen,25,1,22.487,2022,20
leclerc,28,1,22.193,2022,20
hamilton,29,1,23.194,2022,20
sainz,29,1,23.469,2022,20
tsunoda,29,1,22.468,2022,20
norris,31,1,22.585,2022,20
ocon,33,1,22.343,2022,20
russell,34,1,22.795,2022,20
vettel,38,1,22.534,2022,20
albon,38,1,23.182,2022,20
kevin_magnussen,38,1,23.722,2022,20
bottas,39,1,23.863,2022,20
alonso,40,1,23.159,2022,20
gasly,40,1,29.168,2022,20
stroll,40,2,23.119,2022,20
ricciardo,44,1,22.28,2022,20
zhou,45,1,24.218,2022,20
latifi,52,2,24.039,2022,20
russell,69,2,23.118,2022,20
albon,4,1,24.361,2022,21
max_verstappen,7,1,30.942,2022,21
leclerc,7,1,30.08,2022,21
alonso,14,1,23.478,2022,21
zhou,16,1,24.332,2022,21
sainz,17,1,25.206,2022,21
gasly,19,1,23.46,2022,21
tsunoda,20,1,23.287,2022,21
latifi,20,1,28.807,2022,21
leclerc,21,2,23.172,2022,21
perez,23,1,22.869,2022,21
max_verstappen,23,2,31.682,2022,21
russell,24,1,23.521,2022,21
norris,24,1,29.338,2022,21
bottas,24,1,23.908,2022,21
ocon,24,1,23.868,2022,21
mick_schumacher,24,1,24.487,2022,21
albon,25,2,23.352,2022,21
vettel,26,1,24.248,2022,21
hamilton,29,1,24.081,2022,21
stroll,29,1,23.469,2022,21
latifi,32,2,24.292,2022,21
alonso,35,2,28.855,2022,21
gasly,35,2,23.328,2022,21
sainz,36,2,23.483,2022,21
zhou,37,2,25.111,2022,21
tsunoda,40,2,23.645,2022,21
leclerc,44,3,23.124,2022,21
bottas,45,2,24.616,2022,21
vettel,45,2,24.028,2022,21
albon,12,1,21.793,2022,22
stroll,13,1,21.814,2022,22
ocon,14,1,21.895,2022,22
tsunoda,14,1,21.591,2022,22
mick_schumacher,14,1,22.276,2022,22
gasly,14,1,21.855,2022,22
perez,15,1,21.36,2022,22
russell,15,1,24.243,2022,22
norris,15,1,22.234,2022,22
zhou,15,1,22.435,2022,22
latifi,15,1,22.423,2022,22
sainz,17,1,21.93,2022,22
hamilton,18,1,21.27,2022,22
alonso,19,1,21.74,2022,22
ricciardo,19,1,21.893,2022,22
max_verstappen,20,1,22.735,2022,22
leclerc,21,1,22.21,2022,22
vettel,25,1,23.186,2022,22
kevin_magnussen,28,1,22.387,2022,22
bottas,30,1,22.573,2022,22
perez,33,2,21.367,2022,22
mick_schumacher,34,2,23.53,2022,22
albon,35,2,21.798,2022,22
tsunoda,38,2,22.262,2022,22
sainz,39,2,21.575,2022,22
russell,39,2,27.931,2022,22
latifi,38,2,25.174,2022,22
stroll,40,2,21.802,2022,22
ocon,41,2,21.734,2022,22
norris,42,2,21.559,2022,22
gasly,9,1,25.885,2023,1
norris,10,1,32.766,2023,1
tsunoda,10,1,25.267,2023,1
bottas,11,1,25.399,2023,1
albon,11,1,25.054,2023,1
hulkenberg,11,1,26.075,2023,1
de_vries,11,1,25.018,2023,1
hamilton,12,1,24.682,2023,1
ocon,12,1,24.966,2023,1
sargeant,12,1,25.6,2023,1
zhou,12,1,25.787,2023,1
leclerc,13,1,24.345,2023,1
sainz,13,1,24.5,2023,1
russell,13,1,27.062,2023,1
max_verstappen,14,1,24.289,2023,1
alonso,14,1,25.8,2023,1
stroll,15,1,25.449,2023,1
kevin_magnussen,15,1,25.439,2023,1
ocon,15,2,41.462,2023,1
perez,17,1,24.264,2023,1
norris,17,2,33.661,2023,1
gasly,25,2,24.879,2023,1
albon,26,2,24.92,2023,1
tsunoda,26,2,24.372,2023,1
hulkenberg,26,2,37.769,2023,1
de_vries,27,2,25.234,2023,1
norris,27,3,33.467,2023,1
bottas,29,2,25.643,2023,1
kevin_magnussen,29,2,25.344,2023,1
hamilton,30,2,24.69,2023,1
piastri,1,1,31.534,2023,2
norris,2,1,29.444,2023,2
kevin_magnussen,8,1,20.87,2023,2
bottas,9,1,21.505,2023,2
zhou,11,1,21.703,2023,2
hulkenberg,11,1,21.567,2023,2
stroll,13,1,21.15,2023,2
gasly,14,1,20.719,2023,2
sainz,15,1,20.76,2023,2
leclerc,16,1,20.026,2023,2
ocon,16,1,20.762,2023,2
tsunoda,17,1,21.414,2023,2
albon,17,1,21.397,2023,2
de_vries,17,1,21.116,2023,2
bottas,17,2,22.191,2023,2
perez,18,1,20.715,2023,2
alonso,18,1,26.879,2023,2
russell,18,1,20.828,2023,2
max_verstappen,18,1,20.824,2023,2
hamilton,18,1,21.102,2023,2
sargeant,18,1,21.064,2023,2
zhou,18,2,21.282,2023,2
norris,19,2,21.352,2023,2
bottas,35,3,21.808,2023,2
ocon,1,1,18.056,2023,3
zhou,1,1,18.951,2023,3
sargeant,1,1,18.382,2023,3
perez,1,1,17.657,2023,3
bottas,1,1,21.659,2023,3
sargeant,2,2,19.158,2023,3
perez,2,2,17.814,2023,3
russell,7,1,19.146,2023,3
sainz,7,1,18.319,2023,3
kevin_magnussen,7,1,20.789,2023,3
sargeant,36,4,19.018,2023,3
de_vries,45,2,18.08,2023,3
gasly,5,1,20.235,2023,4
bottas,6,1,20.967,2023,4
albon,7,1,21.103,2023,4
tsunoda,8,1,20.497,2023,4
piastri,8,1,20.902,2023,4
sargeant,8,1,21.015,2023,4
hamilton,9,1,20.324,2023,4
norris,9,1,20.346,2023,4
max_verstappen,10,1,20.707,2023,4
kevin_magnussen,10,1,30.951,2023,4
perez,11,1,20.389,2023,4
leclerc,11,1,21.126,2023,4
sainz,11,1,21.97,2023,4
alonso,11,1,23.148,2023,4
russell,11,1,20.459,2023,4
stroll,11,1,23.161,2023,4
zhou,11,1,22.247,2023,4
bottas,12,2,22.354,2023,4
gasly,23,2,21.169,2023,4
bottas,34,3,21.012,2023,4
russell,49,2,21.389,2023,4
hulkenberg,49,1,24.748,2023,4
ocon,50,1,20.367,2023,4
sargeant,2,1,48.938,2023,5
norris,4,1,24.09,2023,5
piastri,5,1,22.205,2023,5
kevin_magnussen,14,1,22.616,2023,5
gasly,15,1,22.417,2023,5
bottas,15,1,23.158,2023,5
de_vries,15,1,23.487,2023,5
russell,17,1,22.335,2023,5
leclerc,17,1,22.068,2023,5
sainz,18,1,22.278,2023,5
perez,20,1,21.884,2023,5
albon,22,1,22.482,2023,5
alonso,24,1,22.631,2023,5
zhou,31,1,22.796,2023,5
hulkenberg,33,1,23.12,2023,5
tsunoda,36,1,22.39,2023,5
hamilton,37,1,22.15,2023,5
ocon,39,1,21.942,2023,5
stroll,42,1,22.651,2023,5
max_verstappen,45,1,22.688,2023,5
hulkenberg,1,1,32.494,2023,6
zhou,1,1,26.141,2023,6
perez,1,1,24.887,2023,6
albon,18,1,24.29,2023,6
sargeant,20,1,24.376,2023,6
sargeant,23,2,27.774,2023,6
hamilton,31,1,24.594,2023,6
ocon,32,1,25.833,2023,6
sainz,33,1,24.252,2023,6
perez,34,2,32.749,2023,6
leclerc,44,1,24.192,2023,6
gasly,47,1,23.902,2023,6
norris,50,1,24.663,2023,6
bottas,51,1,30.395,2023,6
stroll,51,1,24.656,2023,6
zhou,52,2,25.26,2023,6
albon,52,2,26.99,2023,6
tsunoda,53,1,33.706,2023,6
sargeant,52,3,25.946,2023,6
alonso,54,1,24.414,2023,6
de_vries,53,1,24.539,2023,6
russell,54,1,30.98,2023,6
ocon,54,2,24.707,2023,6
hamilton,54,2,26.685,2023,6
gasly,54,2,29.949,2023,6
perez,53,3,24.217,2023,6
max_verstappen,55,1,24.798,2023,6
piastri,54,1,25.851,2023,6
norris,54,2,33.428,2023,6
alonso,55,2,25.916,2023,6
norris,1,1,37.736,2023,7
bottas,5,1,23.691,2023,7
hulkenberg,8,1,22.298,2023,7
zhou,9,1,23.43,2023,7
de_vries,9,1,22.522,2023,7
tsunoda,10,1,22.176,2023,7
kevin_magnussen,10,1,22.124,2023,7
ocon,13,1,22.112,2023,7
stroll,14,1,22.355,2023,7
sainz,15,1,22.321,2023,7
leclerc,16,1,21.778,2023,7
albon,16,1,23.319,2023,7
piastri,17,1,22.37,2023,7
sargeant,17,1,22.583,2023,7
alonso,19,1,22.558,2023,7
gasly,19,1,23.388,2023,7
norris,22,2,22.85,2023,7
hamilton,24,1,22.575,2023,7
kevin_magnussen,24,2,24.8,2023,7
russell,25,1,22.275,2023,7
max_verstappen,26,1,22.241,2023,7
hulkenberg,26,2,23.257,2023,7
perez,27,1,21.775,2023,7
stroll,34,2,23.371,2023,7
tsunoda,34,2,22.009,2023,7
ocon,35,2,24.11,2023,7
zhou,36,2,22.889,2023,7
sargeant,36,2,23.827,2023,7
albon,37,2,23.449,2023,7
de_vries,38,2,21.976,2023,7
tsunoda,1,1,23.646,2023,8
gasly,10,1,27.515,2023,8
hulkenberg,11,1,24.88,2023,8
stroll,11,1,23.711,2023,8
de_vries,11,1,24.96,2023,8
max_verstappen,12,1,23.644,2023,8
hamilton,12,1,24.339,2023,8
alonso,12,1,24.031,2023,8
ocon,12,1,24.402,2023,8
piastri,12,1,24.828,2023,8
norris,12,1,25.862,2023,8
albon,12,1,25.064,2023,8
zhou,12,1,24.161,2023,8
stroll,27,2,23.839,2023,8
hulkenberg,31,2,24.2,2023,8
zhou,32,2,27.509,2023,8
gasly,33,2,24.117,2023,8
tsunoda,34,2,27.523,2023,8
norris,35,2,23.57,2023,8
kevin_magnussen,35,1,24.909,2023,8
ocon,36,2,23.698,2023,8
bottas,36,1,24.038,2023,8
perez,37,1,23.281,2023,8
piastri,37,2,23.436,2023,8
sainz,38,1,24.133,2023,8
leclerc,39,1,24.343,2023,8
hamilton,40,2,23.749,2023,8
alonso,41,2,23.928,2023,8
max_verstappen,42,2,23.91,2023,8
kevin_magnussen,1,1,26.587,2023,9
tsunoda,1,1,29.691,2023,9
max_verstappen,2,1,16.369,2023,9
leclerc,2,1,16.393,2023,9
sainz,2,1,16.38,2023,9
hamilton,2,1,16.415,2023,9
norris,2,1,18.076,2023,9
alonso,2,1,16.6,2023,9
hulkenberg,2,1,16.778,2023,9
stroll,2,1,16.646,2023,9
gasly,2,1,16.38,2023,9
albon,2,1,16.737,2023,9
russell,2,1,17.946,2023,9
ocon,2,1,18.143,2023,9
perez,2,1,17.428,2023,9
zhou,2,1,17.467,2023,9
piastri,2,1,17.324,2023,9
sargeant,2,1,17.337,2023,9
bottas,2,1,17.13,2023,9
de_vries,2,1,17.033,2023,9
kevin_magnussen,2,2,25.654,2023,9
tsunoda,2,2,16.246,2023,9
zhou,8,2,24.374,2023,9
hulkenberg,11,2,21.891,2023,9
de_vries,12,2,21.333,2023,9
hamilton,14,2,21.993,2023,9
norris,14,2,21.29,2023,9
gasly,14,2,21.814,2023,9
albon,14,2,21.562,2023,9
russell,14,2,22.262,2023,9
hulkenberg,7,1,41.972,2023,10
tsunoda,14,1,28.353,2023,10
leclerc,18,1,28.244,2023,10
zhou,24,1,29.177,2023,10
sainz,26,1,28.869,2023,10
de_vries,27,1,28.242,2023,10
russell,28,1,29.455,2023,10
perez,28,1,28.06,2023,10
piastri,29,1,28.655,2023,10
sargeant,29,1,28.847,2023,10
gasly,31,1,28.458,2023,10
stroll,31,1,28.561,2023,10
albon,32,1,29.634,2023,10
leclerc,32,2,28.805,2023,10
bottas,32,1,29.662,2023,10
tsunoda,32,2,28.603,2023,10
de_vries,32,2,28.413,2023,10
hulkenberg,32,2,30.003,2023,10
max_verstappen,33,1,29.056,2023,10
norris,33,1,28.438,2023,10
hamilton,33,1,29.169,2023,10
alonso,33,1,28.679,2023,10
zhou,33,2,28.709,2023,10
zhou,36,3,34.374,2023,10
albon,8,1,22.076,2023,11
stroll,9,1,21.91,2023,11
tsunoda,9,1,26.17,2023,11
bottas,9,1,22.114,2023,11
zhou,10,1,29.211,2023,11
sargeant,13,1,24.001,2023,11
kevin_magnussen,14,1,22.753,2023,11
sainz,15,1,21.402,2023,11
hamilton,16,1,21.974,2023,11
hulkenberg,16,1,22.922,2023,11
norris,17,1,21.541,2023,11
leclerc,17,1,28.404,2023,11
piastri,18,1,21.171,2023,11
ricciardo,18,1,21.958,2023,11
alonso,20,1,22.916,2023,11
max_verstappen,23,1,21.407,2023,11
perez,24,1,21.862,2023,11
russell,28,1,21.886,2023,11
ricciardo,29,2,22.203,2023,11
albon,31,2,21.762,2023,11
stroll,34,2,22.403,2023,11
sargeant,34,2,22.197,2023,11
hulkenberg,38,2,21.955,2023,11
zhou,38,2,22.853,2023,11
bottas,40,2,23.242,2023,11
kevin_magnussen,41,2,22.152,2023,11
piastri,42,2,22.03,2023,11
perez,42,2,20.88,2023,11
leclerc,43,2,21.452,2023,11
alonso,43,2,24.152,2023,11
norris,5,1,25.012,2023,12
kevin_magnussen,5,1,23.638,2023,12
ricciardo,5,1,22.843,2023,12
ocon,6,1,23.085,2023,12
bottas,6,1,23.362,2023,12
albon,7,1,25.015,2023,12
sainz,7,1,23.303,2023,12
zhou,7,1,24.449,2023,12
sargeant,8,1,23.57,2023,12
tsunoda,9,1,22.61,2023,12
alonso,10,1,23.085,2023,12
hamilton,12,1,23.09,2023,12
hulkenberg,12,1,24.571,2023,12
perez,13,1,23.684,2023,12
leclerc,13,1,23.224,2023,12
max_verstappen,14,1,22.887,2023,12
norris,17,2,23.744,2023,12
stroll,20,1,25.397,2023,12
russell,22,1,23.837,2023,12
ricciardo,22,2,23.29,2023,12
gasly,23,1,25.664,2023,12
albon,23,2,23.596,2023,12
tsunoda,24,2,22.737,2023,12
bottas,24,2,23.786,2023,12
hulkenberg,24,2,25.238,2023,12
sargeant,24,2,23.938,2023,12
ocon,25,2,23.339,2023,12
kevin_magnussen,25,2,23.572,2023,12
zhou,25,2,24.045,2023,12
hamilton,27,2,23.023,2023,12
perez,1,1,22.666,2023,13
leclerc,1,1,32.686,2023,13
gasly,1,1,28.469,2023,13
zhou,1,1,23.088,2023,13
tsunoda,1,1,32.321,2023,13
lawson,1,1,42.641,2023,13
kevin_magnussen,1,1,31.341,2023,13
max_verstappen,2,1,20.379,2023,13
alonso,2,1,20.647,2023,13
sainz,2,1,20.973,2023,13
ocon,2,1,22.534,2023,13
norris,3,1,20.17,2023,13
hamilton,3,1,20.266,2023,13
russell,4,1,21.201,2023,13
stroll,4,1,20.036,2023,13
kevin_magnussen,9,2,20.137,2023,13
hamilton,9,2,19.97,2023,13
stroll,9,2,20.208,2023,13
zhou,10,2,20.231,2023,13
alonso,10,2,20.109,2023,13
sainz,10,2,19.511,2023,13
tsunoda,10,2,18.904,2023,13
ocon,10,2,19.795,2023,13
norris,10,2,20.395,2023,13
lawson,10,2,30.836,2023,13
russell,10,2,20.148,2023,13
max_verstappen,11,2,19.289,2023,13
gasly,11,2,19.518,2023,13
leclerc,11,2,27.202,2023,13
perez,12,2,19.46,2023,13
gasly,10,1,27.376,2023,14
zhou,11,1,24.396,2023,14
kevin_magnussen,12,1,24.66,2023,14
lawson,13,1,24.212,2023,14
hulkenberg,14,1,26.095,2023,14
sargeant,14,1,24.779,2023,14
albon,15,1,24.538,2023,14
sainz,19,1,25.183,2023,14
russell,19,1,24.215,2023,14
max_verstappen,20,1,24.228,2023,14
leclerc,20,1,23.931,2023,14
stroll,20,1,25.667,2023,14
perez,21,1,23.819,2023,14
alonso,21,1,24.798,2023,14
norris,22,1,23.727,2023,14
piastri,23,1,24.133,2023,14
ocon,24,1,24.249,2023,14
bottas,25,1,24.658,2023,14
hamilton,27,1,24.255,2023,14
gasly,31,2,24.686,2023,14
lawson,33,2,24.281,2023,14
zhou,33,2,25.959,2023,14
kevin_magnussen,33,2,24.765,2023,14
hulkenberg,39,2,24.328,2023,14
piastri,41,2,31.799,2023,14
zhou,2,1,30.032,2023,15
sainz,20,1,29.499,2023,15
leclerc,20,1,32.888,2023,15
russell,20,1,29.976,2023,15
norris,20,1,29.485,2023,15
hamilton,20,1,32.631,2023,15
alonso,20,1,30.67,2023,15
ocon,20,1,29.755,2023,15
kevin_magnussen,20,1,31.475,2023,15
hulkenberg,20,1,35.497,2023,15
gasly,20,1,31.802,2023,15
lawson,20,1,32.348,2023,15
piastri,20,1,29.369,2023,15
albon,20,1,30.138,2023,15
zhou,20,2,30.637,2023,15
perez,39,1,28.977,2023,15
max_verstappen,40,1,29.698,2023,15
bottas,40,1,30.487,2023,15
albon,43,2,29.787,2023,15
kevin_magnussen,43,2,33.078,2023,15
sargeant,43,2,31.018,2023,15
russell,44,2,30.039,2023,15
hamilton,44,2,33.581,2023,15
alonso,44,2,52.708,2023,15
albon,1,1,50.143,2023,16
zhou,1,1,41.041,2023,16
ocon,1,1,27.056,2023,16
bottas,1,1,55.802,2023,16
perez,2,1,32.45,2023,16
sargeant,2,1,32.715,2023,16
sargeant,5,2,43.868,2023,16
bottas,6,2,53.512,2023,16
hulkenberg,8,1,23.52,2023,16
tsunoda,9,1,22.944,2023,16
lawson,10,1,23.136,2023,16
zhou,10,2,24.091,2023,16
alonso,11,1,24.086,2023,16
perez,12,2,41.499,2023,16
kevin_magnussen,12,1,23.816,2023,16
piastri,13,1,24.455,2023,16
albon,13,2,52.165,2023,16
stroll,14,1,23.441,2023,16
max_verstappen,16,1,24.382,2023,16
hamilton,16,1,24.841,2023,16
norris,17,1,23.523,2023,16
leclerc,17,1,23.197,2023,16
sainz,18,1,23.075,2023,16
gasly,18,1,24.488,2023,16
hulkenberg,21,2,23.66,2023,16
sargeant,21,3,35.182,2023,16
russell,24,1,24.034,2023,16
alonso,25,2,24.294,2023,16
lawson,25,2,23.671,2023,16
russell,1,1,39.686,2023,17
bottas,3,1,29.977,2023,17
kevin_magnussen,3,1,28.743,2023,17
stroll,3,1,28.886,2023,17
lawson,3,1,29.33,2023,17
tsunoda,9,1,27.781,2023,17
ocon,10,1,28.961,2023,17
alonso,11,1,28.373,2023,17
gasly,11,1,28.429,2023,17
piastri,12,1,28.875,2023,17
leclerc,12,1,28.228,2023,17
norris,13,1,28.134,2023,17
hulkenberg,13,1,39.879,2023,17
sargeant,13,1,29.436,2023,17
russell,14,2,28.542,2023,17
max_verstappen,17,1,28.233,2023,17
perez,17,1,27.808,2023,17
albon,18,1,29.253,2023,17
zhou,18,1,28.984,2023,17
bottas,21,2,29.387,2023,17
stroll,21,2,28.156,2023,17
kevin_magnussen,21,2,28.948,2023,17
lawson,21,2,28.665,2023,17
tsunoda,22,2,27.596,2023,17
piastri,25,2,27.868,2023,17
leclerc,25,2,27.873,2023,17
ocon,25,2,28.969,2023,17
alonso,26,2,28.432,2023,17
gasly,26,2,30.192,2023,17
sargeant,26,2,29.373,2023,17
zhou,9,1,25.636,2023,18
albon,10,1,24.563,2023,18
bottas,10,1,24.783,2023,18
kevin_magnussen,10,1,25.067,2023,18
sargeant,11,1,24.99,2023,18
max_verstappen,16,1,23.756,2023,18
norris,17,1,24.155,2023,18
sainz,17,1,23.668,2023,18
perez,17,1,24.245,2023,18
tsunoda,17,1,24.354,2023,18
gasly,18,1,23.9,2023,18
alonso,19,1,25.055,2023,18
hulkenberg,19,1,26.573,2023,18
hamilton,20,1,24.916,2023,18
stroll,20,1,24.457,2023,18
russell,21,1,24.357,2023,18
ricciardo,23,1,23.963,2023,18
leclerc,23,1,23.963,2023,18
zhou,27,2,24.717,2023,18
bottas,28,2,25.02,2023,18
albon,29,2,24.354,2023,18
kevin_magnussen,29,2,24.745,2023,18
sargeant,32,2,25.547,2023,18
norris,34,2,23.361,2023,18
tsunoda,34,2,24.125,2023,18
hulkenberg,34,2,24.308,2023,18
max_verstappen,35,2,24.974,2023,18
sainz,35,2,23.673,2023,18
perez,37,2,23.747,2023,18
gasly,37,2,24.88,2023,18
tsunoda,9,1,30.121,2023,19
norris,11,1,23.408,2023,19
max_verstappen,19,1,22.427,2023,19
zhou,21,1,22.817,2023,19
sargeant,22,1,23.945,2023,19
